id,prompt,response,tools,adapter_status,adapter_reason
banking_knowledge__task_083::t10,"Хорошо, отвечаю по каждой транзакции.

**По банкомату (QuickCash ATM):**
- Карта у меня на руках, она работает нормально.
- Нет, PIN не скомпрометирован. Я использовала его нормально, как обычно.
- Да, аффидевит — хорошо. Я могу подписать любые нужные документы. Просто пришлите его мне на email.
- И да, вы можете использовать эту переписку как моё письменное заявление.

**По товару не получен (Premium Photo Frames Online):**
- Да, я связалась с продавцом 10 ноября. Они заявили, что товар отправлен, но не смогли предоставить трек-номер. Когда я попросила возврат, они отказали.
- Карта у меня, это была онлайн-покупка, PIN не использовался.
- Да, можете использовать этот чат как моё письменное заявление.","{""name"": ""get_bank_account_transactions_9173"", ""arguments"": {""user_id"": ""dk83f5c2a1""}}","[{""name"": ""KB_search_bm25"", ""description"": """", ""parameters"": {""query"": {""type"": ""string""}, ""k"": {""type"": ""integer""}}}, {""name"": ""KB_search_dense"", ""description"": """", ""parameters"": {""query"": {""type"": ""string""}, ""k"": {""type"": ""integer""}}}, {""name"": ""call_discoverable_agent_tool"", ""description"": """", ""parameters"": {""agent_tool_name"": {""type"": ""string""}, ""arguments"": {""type"": ""string""}}}, {""name"": ""change_user_email"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}, ""new_email"": {""type"": ""string""}}}, {""name"": ""get_credit_card_accounts_by_user"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}}}, {""name"": ""get_credit_card_transactions_by_user"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}}}, {""name"": ""get_current_time"", ""description"": """", ""parameters"": {}}, {""name"": ""get_referrals_by_user"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}}}, {""name"": ""get_user_information_by_email"", ""description"": """", ""parameters"": {""email"": {""type"": ""string""}}}, {""name"": ""get_user_information_by_id"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}}}, {""name"": ""get_user_information_by_name"", ""description"": """", ""parameters"": {""customer_name"": {""type"": ""string""}}}, {""name"": ""give_discoverable_user_tool"", ""description"": """", ""parameters"": {""discoverable_tool_name"": {""type"": ""string""}, ""arguments"": {""type"": ""string""}}}, {""name"": ""grep"", ""description"": """", ""parameters"": {""pattern"": {""type"": ""string""}}}, {""name"": ""list_discoverable_agent_tools"", ""description"": """", ""parameters"": {}}, {""name"": ""log_verification"", ""description"": """", ""parameters"": {""name"": {""type"": ""string""}, ""user_id"": {""type"": ""string""}, ""address"": {""type"": ""string""}, ""email"": {""type"": ""string""}, ""phone_number"": {""type"": ""string""}, ""date_of_birth"": {""type"": ""string""}, ""time_verified"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}, ""reason"": {""type"": ""string"", ""enum"": [""fraud_or_security_concern"", ""account_closure_request"", ""deceased_account_holder"", ""legal_or_regulatory_matter"", ""account_ownership_dispute"", ""complex_billing_dispute"", ""abusive_customer_behavior"", ""third_party_inquiry"", ""technical_system_error"", ""unconfirmed_external_communication"", ""customer_demands_after_unavailable_offer_refusal"", ""kb_search_unsuccessful_customer_requests_transfer"", ""specialized_department_required"", ""accessibility_or_special_needs"", ""customer_frustrated_demands_human"", ""supervisor_request_service_complaint"", ""customer_requests_human_no_specific_reason"", ""request_completed_customer_wants_human_followup"", ""other""]}}}, {""name"": ""unlock_discoverable_agent_tool"", ""description"": """", ""parameters"": {""agent_tool_name"": {""type"": ""string""}}}]",ready,
retail__106::t3,Меня зовут Sofia Thomas. Мой email — sofia.thomas3019@example.com.,"{""name"": ""find_user_id_by_name_zip"", ""arguments"": {""first_name"": ""Sofia"", ""last_name"": ""Thomas"", ""zip"": ""3019""}}","[{""name"": ""calculate"", ""description"": """", ""parameters"": {""expression"": {""type"": ""string""}}}, {""name"": ""cancel_pending_order"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""exchange_delivered_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""new_item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""find_user_id_by_email"", ""description"": """", ""parameters"": {""email"": {""type"": ""string""}}}, {""name"": ""find_user_id_by_name_zip"", ""description"": """", ""parameters"": {""first_name"": {""type"": ""string""}, ""last_name"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""get_item_details"", ""description"": """", ""parameters"": {""item_id"": {""type"": ""string""}}}, {""name"": ""get_order_details"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}}}, {""name"": ""get_product_details"", ""description"": """", ""parameters"": {""product_id"": {""type"": ""string""}}}, {""name"": ""get_user_details"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}}}, {""name"": ""list_all_product_types"", ""description"": """", ""parameters"": {}}, {""name"": ""modify_pending_order_address"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""address1"": {""type"": ""string""}, ""address2"": {""type"": ""string""}, ""city"": {""type"": ""string""}, ""state"": {""type"": ""string""}, ""country"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""modify_pending_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""new_item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""modify_pending_order_payment"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""modify_user_address"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}, ""address1"": {""type"": ""string""}, ""address2"": {""type"": ""string""}, ""city"": {""type"": ""string""}, ""state"": {""type"": ""string""}, ""country"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""return_delivered_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
retail__108::t1,,,,unavailable,missing_target_assistant_tool_call
retail__12::t4,,,,unavailable,missing_target_assistant_tool_call
retail__14::t1,,,,unavailable,missing_target_assistant_tool_call
retail__27::t10,"Да, подтверждаю обе операции! Всё верно. Большое спасибо!","[{""name"": ""return_delivered_order_items"", ""arguments"": {""item_ids"": [""5753502325"", ""9851293632""], ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}}, {""name"": ""exchange_delivered_order_items"", ""arguments"": {""item_ids"": [""8118291112""], ""new_item_ids"": [""8277474082""], ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}}]","[{""name"": ""calculate"", ""description"": """", ""parameters"": {""expression"": {""type"": ""string""}}}, {""name"": ""cancel_pending_order"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""exchange_delivered_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""new_item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""find_user_id_by_email"", ""description"": """", ""parameters"": {""email"": {""type"": ""string""}}}, {""name"": ""find_user_id_by_name_zip"", ""description"": """", ""parameters"": {""first_name"": {""type"": ""string""}, ""last_name"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""get_item_details"", ""description"": """", ""parameters"": {""item_id"": {""type"": ""string""}}}, {""name"": ""get_order_details"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}}}, {""name"": ""get_product_details"", ""description"": """", ""parameters"": {""product_id"": {""type"": ""string""}}}, {""name"": ""get_user_details"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}}}, {""name"": ""list_all_product_types"", ""description"": """", ""parameters"": {}}, {""name"": ""modify_pending_order_address"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""address1"": {""type"": ""string""}, ""address2"": {""type"": ""string""}, ""city"": {""type"": ""string""}, ""state"": {""type"": ""string""}, ""country"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""modify_pending_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""new_item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""modify_pending_order_payment"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""modify_user_address"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}, ""address1"": {""type"": ""string""}, ""address2"": {""type"": ""string""}, ""city"": {""type"": ""string""}, ""state"": {""type"": ""string""}, ""country"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""return_delivered_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
retail__29::t13,,,,unavailable,missing_target_assistant_tool_call
retail__36::t10,"Да, всё подходит. Подтверждаю замену. Используйте карту credit_card_8853416. Спасибо!","{""name"": ""modify_pending_order_items"", ""arguments"": {""item_ids"": [""6117189161"", ""9879255677"", ""7453605304"", ""3799046073"", ""9851293632""], ""new_item_ids"": [""6700049080"", ""9879255677"", ""5320792178"", ""3234800602"", ""9851293632""], ""order_id"": ""#W9348897"", ""payment_method_id"": ""credit_card_8853416""}}","[{""name"": ""calculate"", ""description"": """", ""parameters"": {""expression"": {""type"": ""string""}}}, {""name"": ""cancel_pending_order"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""exchange_delivered_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""new_item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""find_user_id_by_email"", ""description"": """", ""parameters"": {""email"": {""type"": ""string""}}}, {""name"": ""find_user_id_by_name_zip"", ""description"": """", ""parameters"": {""first_name"": {""type"": ""string""}, ""last_name"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""get_item_details"", ""description"": """", ""parameters"": {""item_id"": {""type"": ""string""}}}, {""name"": ""get_order_details"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}}}, {""name"": ""get_product_details"", ""description"": """", ""parameters"": {""product_id"": {""type"": ""string""}}}, {""name"": ""get_user_details"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}}}, {""name"": ""list_all_product_types"", ""description"": """", ""parameters"": {}}, {""name"": ""modify_pending_order_address"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""address1"": {""type"": ""string""}, ""address2"": {""type"": ""string""}, ""city"": {""type"": ""string""}, ""state"": {""type"": ""string""}, ""country"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""modify_pending_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""new_item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""modify_pending_order_payment"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""modify_user_address"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}, ""address1"": {""type"": ""string""}, ""address2"": {""type"": ""string""}, ""city"": {""type"": ""string""}, ""state"": {""type"": ""string""}, ""country"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""return_delivered_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
retail__47::t12,,,,unavailable,missing_target_assistant_tool_call
retail__48::t4,"Странно, данные должны быть верными. Давайте я ещё раз уточню: имя — daiki_johnson_9523, город — Denver, штат США, почтовый индекс — 80273. Может быть, вы могли бы попробовать поискать именно по этому индексу и имени?","{""name"": ""find_user_id_by_name_zip"", ""arguments"": {""first_name"": ""daiki"", ""last_name"": ""johnson_9523"", ""zip"": ""80273""}}","[{""name"": ""calculate"", ""description"": """", ""parameters"": {""expression"": {""type"": ""string""}}}, {""name"": ""cancel_pending_order"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""exchange_delivered_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""new_item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""find_user_id_by_email"", ""description"": """", ""parameters"": {""email"": {""type"": ""string""}}}, {""name"": ""find_user_id_by_name_zip"", ""description"": """", ""parameters"": {""first_name"": {""type"": ""string""}, ""last_name"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""get_item_details"", ""description"": """", ""parameters"": {""item_id"": {""type"": ""string""}}}, {""name"": ""get_order_details"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}}}, {""name"": ""get_product_details"", ""description"": """", ""parameters"": {""product_id"": {""type"": ""string""}}}, {""name"": ""get_user_details"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}}}, {""name"": ""list_all_product_types"", ""description"": """", ""parameters"": {}}, {""name"": ""modify_pending_order_address"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""address1"": {""type"": ""string""}, ""address2"": {""type"": ""string""}, ""city"": {""type"": ""string""}, ""state"": {""type"": ""string""}, ""country"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""modify_pending_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""new_item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""modify_pending_order_payment"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""modify_user_address"", ""description"": """", ""parameters"": {""user_id"": {""type"": ""string""}, ""address1"": {""type"": ""string""}, ""address2"": {""type"": ""string""}, ""city"": {""type"": ""string""}, ""state"": {""type"": ""string""}, ""country"": {""type"": ""string""}, ""zip"": {""type"": ""string""}}}, {""name"": ""return_delivered_order_items"", ""description"": """", ""parameters"": {""order_id"": {""type"": ""string""}, ""item_ids"": {""type"": ""array""}, ""payment_method_id"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
retail__78::t1,,,,unavailable,missing_target_assistant_tool_call
retail__87::t6,,,,unavailable,missing_target_assistant_tool_call
telecom__mms_issueairplane_mode_on-bad_network_preference-bad_wifi_calling-break_app_sms_p::t7,,,,unavailable,missing_target_assistant_tool_call
telecom__mms_issueairplane_mode_on-bad_network_preference-bad_wifi_calling-data_usage_exce::t7,"К сожалению, MMS по-прежнему не отправляется — приложение сообщает, что не может отправить MMS-сообщения. Проблема осталась. Что делать дальше?","{""name"": ""check_network_status"", ""arguments"": {}}","[{""name"": ""disable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""enable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_bills_for_customer"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""limit"": {""type"": ""integer""}}}, {""name"": ""get_customer_by_id"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}}}, {""name"": ""get_customer_by_name"", ""description"": """", ""parameters"": {""full_name"": {""type"": ""string""}, ""dob"": {""type"": ""string""}}}, {""name"": ""get_customer_by_phone"", ""description"": """", ""parameters"": {""phone_number"": {""type"": ""string""}}}, {""name"": ""get_data_usage"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_details_by_id"", ""description"": """", ""parameters"": {""id"": {""type"": ""string""}}}, {""name"": ""refuel_data"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""gb_amount"": {""type"": ""number""}}}, {""name"": ""resume_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""send_payment_request"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""bill_id"": {""type"": ""string""}}}, {""name"": ""suspend_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
telecom__mms_issueairplane_mode_on-bad_network_preference-break_apn_mms_setting-break_app_::t10,"Хорошо, спасибо! Буду ждать результатов вашей проверки.","[{""name"": ""check_status_bar"", ""arguments"": {}}, {""name"": ""check_network_status"", ""arguments"": {}}, {""name"": ""check_sim_status"", ""arguments"": {}}, {""name"": ""check_apn_settings"", ""arguments"": {}}]","[{""name"": ""disable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""enable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_bills_for_customer"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""limit"": {""type"": ""integer""}}}, {""name"": ""get_customer_by_id"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}}}, {""name"": ""get_customer_by_name"", ""description"": """", ""parameters"": {""full_name"": {""type"": ""string""}, ""dob"": {""type"": ""string""}}}, {""name"": ""get_customer_by_phone"", ""description"": """", ""parameters"": {""phone_number"": {""type"": ""string""}}}, {""name"": ""get_data_usage"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_details_by_id"", ""description"": """", ""parameters"": {""id"": {""type"": ""string""}}}, {""name"": ""refuel_data"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""gb_amount"": {""type"": ""number""}}}, {""name"": ""resume_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""send_payment_request"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""bill_id"": {""type"": ""string""}}}, {""name"": ""suspend_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
telecom__mms_issueairplane_mode_on-bad_network_preference-break_app_both_permissions-data_::t12,,,,unavailable,missing_target_assistant_tool_call
telecom__mms_issueairplane_mode_on-bad_wifi_calling-break_app_both_permissions-data_mode_o::t15,,,,unavailable,missing_target_assistant_tool_call
telecom__mms_issueairplane_mode_on-break_app_both_permissionsPERSONA_Hard::t8,,,,unavailable,missing_target_assistant_tool_call
telecom__mms_issuebad_network_preference-bad_wifi_calling-break_apn_mms_setting-break_app_::t7,,,,unavailable,missing_target_assistant_tool_call
telecom__mms_issuebreak_apn_mms_setting-user_abroad_roaming_enabled_offPERSONA_Hard::t27,"Подождите, пожалуйста! Я вам так доверяю, мне с вами так спокойно... Не переводите меня, я вас очень прошу!

Может, вы попробуете ещё раз сбросить настройки APN? Вдруг в первый раз что-то не сработало? Или может, вы можете проверить со своей стороны, действительно ли телефон может отправлять MMS? У вас ведь есть какие-то инструменты для проверки?

Пожалуйста, не оставляйте меня, давайте попробуем ещё что-нибудь вместе!","{""name"": ""transfer_to_human_agents"", ""arguments"": {""summary"": ""Customer John Smith (L1002) in France. Mobile data and Data Roaming are enabled. APN reset performed twice. Internet is working, but MMS fails to send. Agent tools for MMS diagnostics are failing. High customer anxiety, requires a senior technician to investigate server-side MMS issues or advanced network configuration in roaming.""}}","[{""name"": ""disable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""enable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_bills_for_customer"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""limit"": {""type"": ""integer""}}}, {""name"": ""get_customer_by_id"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}}}, {""name"": ""get_customer_by_name"", ""description"": """", ""parameters"": {""full_name"": {""type"": ""string""}, ""dob"": {""type"": ""string""}}}, {""name"": ""get_customer_by_phone"", ""description"": """", ""parameters"": {""phone_number"": {""type"": ""string""}}}, {""name"": ""get_data_usage"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_details_by_id"", ""description"": """", ""parameters"": {""id"": {""type"": ""string""}}}, {""name"": ""refuel_data"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""gb_amount"": {""type"": ""number""}}}, {""name"": ""resume_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""send_payment_request"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""bill_id"": {""type"": ""string""}}}, {""name"": ""suspend_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
telecom__mobile_data_issueairplane_mode_on-bad_network_preference-bad_vpn-data_saver_mode_::t7,,,,unavailable,missing_target_assistant_tool_call
telecom__mobile_data_issuebad_network_preference-bad_vpn-data_mode_off-data_saver_mode_onP::t6,"Проблема именно на номере 555-123-2002 — это мой основной номер, с которого я и звоню.","{""name"": ""run_speed_test"", ""arguments"": {}}","[{""name"": ""disable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""enable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_bills_for_customer"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""limit"": {""type"": ""integer""}}}, {""name"": ""get_customer_by_id"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}}}, {""name"": ""get_customer_by_name"", ""description"": """", ""parameters"": {""full_name"": {""type"": ""string""}, ""dob"": {""type"": ""string""}}}, {""name"": ""get_customer_by_phone"", ""description"": """", ""parameters"": {""phone_number"": {""type"": ""string""}}}, {""name"": ""get_data_usage"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_details_by_id"", ""description"": """", ""parameters"": {""id"": {""type"": ""string""}}}, {""name"": ""refuel_data"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""gb_amount"": {""type"": ""number""}}}, {""name"": ""resume_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""send_payment_request"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""bill_id"": {""type"": ""string""}}}, {""name"": ""suspend_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
telecom__service_issueairplane_mode_on-break_apn_settings-lock_sim_card_pin-overdue_bill_s::t15,"Боюсь, я не совсем понимаю, как это сделать... Но если можно запустить проверку удалённо — пожалуйста, сделайте это! Я буду очень благодарен.","[{""name"": ""check_sim_status"", ""arguments"": {}}, {""name"": ""check_network_status"", ""arguments"": {}}]","[{""name"": ""disable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""enable_roaming"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_bills_for_customer"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""limit"": {""type"": ""integer""}}}, {""name"": ""get_customer_by_id"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}}}, {""name"": ""get_customer_by_name"", ""description"": """", ""parameters"": {""full_name"": {""type"": ""string""}, ""dob"": {""type"": ""string""}}}, {""name"": ""get_customer_by_phone"", ""description"": """", ""parameters"": {""phone_number"": {""type"": ""string""}}}, {""name"": ""get_data_usage"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""get_details_by_id"", ""description"": """", ""parameters"": {""id"": {""type"": ""string""}}}, {""name"": ""refuel_data"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""gb_amount"": {""type"": ""number""}}}, {""name"": ""resume_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}}}, {""name"": ""send_payment_request"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""bill_id"": {""type"": ""string""}}}, {""name"": ""suspend_line"", ""description"": """", ""parameters"": {""customer_id"": {""type"": ""string""}, ""line_id"": {""type"": ""string""}, ""reason"": {""type"": ""string""}}}, {""name"": ""transfer_to_human_agents"", ""description"": """", ""parameters"": {""summary"": {""type"": ""string""}}}]",ready,
